Epoch,Loss,PSNR,SSIM
1,0.0017987735162023454,29.22822260354443,0.7467954322632142
2,0.0014751212733580246,29.317330055587888,0.7499396956789375
3,0.0014414326097886767,29.407100479353826,0.7505191703397214
4,0.0014081392958949814,29.444842384837546,0.751490278082077
5,0.0013766108945545774,29.446558382831057,0.7517292592383041
6,0.0013607630361592775,29.456596536230016,0.7516670743398273
7,0.0013557363135510518,29.50318077885752,0.7518501734708146
8,0.0013601127192149072,29.463957685508525,0.7519288777372406
9,0.0013437781921515838,29.501333595960098,0.7523644917762466
10,0.0013507782640329396,29.483218823951717,0.752106264148803
11,0.0013387759722296344,29.565353302339112,0.7531151821357258
12,0.0013422079838319432,29.56744463289479,0.7529062671563025
13,0.0013410011365965176,29.558302143219535,0.7530692188999222
14,0.0013435861799645878,29.55961748049568,0.7528237588332694
15,0.0013339166741150395,29.57469848553595,0.7531144072753437
16,0.0013368553098378009,29.585496816456896,0.7527950093213729
17,0.0013317642529151266,29.576448397832973,0.7528000523364052
18,0.0013260278261603775,29.590318962200346,0.7531951850288114
19,0.00132964775050532,29.55453613385323,0.7528882468408067
20,0.0013300700474327947,29.58593305543944,0.7534375123541861
21,0.0013355933017114943,29.58739250448627,0.7533305948480943
22,0.0013205168175814933,29.59364834846646,0.7535599670233801
23,0.0013255800022532493,29.575718647063493,0.7532617905697816
24,0.001329898669867359,29.56405464754048,0.7531212232741997
25,0.001325309221235306,29.538436281023067,0.7536455474444168
26,0.0013260956054787772,29.58931708442091,0.7537529473411579
27,0.0013235615855083707,29.615675109731253,0.7537056092559697
28,0.0013340941654448716,29.600050690692157,0.7531647400911977
29,0.0013142098996719738,29.60950893926704,0.7535565693466626
30,0.0013159442720573468,29.60038724180789,0.7535072201982161
31,0.0013260363061144169,29.576346994068658,0.7534124196889899
32,0.0013226064799424311,29.606869333207143,0.7535573842684881
